data,cdi,variacao_cdi,preco_petro,variacao_petro
2014-03-14,10.55,0,12.1,-0.0249798549556809
2014-03-17,10.55,0,12.02,-0.00661157024793389
2014-03-18,10.55,0,12.37,0.0291181364392679
2014-03-19,10.59,0.0037914691943127152,12.8,0.0347615198059823
2014-03-20,10.59,0,13.43,0.0492187499999999
2014-03-21,10.59,0,13.5,0.00521221146686525
2014-03-24,10.59,0,13.94,0.0325925925925926
2014-03-25,10.59,0,14.05,0.00789096126255389
2014-03-26,10.59,0,13.78,-0.0192170818505339
2014-03-27,10.55,-0.0037771482530688525,14.82,0.0754716981132076
2014-03-28,10.55,0,15.01,0.0128205128205128
2014-03-31,10.55,0,14.96,-0.00333111259160553
2014-04-01,10.55,0,15.05,0.00601604278074865
2014-04-02,10.55,0,15.12,0.00465116279069758
2014-04-03,10.8,0.023696682464454975,15.05,-0.00462962962962953
2014-04-04,10.8,0,14.9,-0.0099667774086379
2014-04-07,10.8,0,15.85,0.0637583892617449
2014-04-08,10.8,0,15.4,-0.028391167192429
2014-04-09,10.8,0,15.23,-0.011038961038961
2014-04-10,10.8,0,15.17,-0.0039395929087328
2014-04-11,10.8,0,15.61,0.029004614370468
2014-04-14,10.8,0,15.36,-0.0160153747597694
2014-04-15,10.8,0,14.83,-0.0345052083333333
2014-04-16,10.8,0,15.08,0.016857720836143
2014-04-17,10.8,0,15.63,0.0364721485411141
2014-04-22,10.8,0,15.24,-0.0249520153550864
2014-04-23,10.8,0,15.22,-0.00131233595800522
2014-04-24,10.8,0,15.29,0.00459921156373183
2014-04-25,10.8,0,15.12,-0.0111183780248528
2014-04-28,10.8,0,15.65,0.0350529100529101
2014-04-29,10.8,0,15.75,0.00638977635782745
2014-04-30,10.8,0,15.68,-0.00444444444444446
2014-05-02,10.8,0,16.219999,0.034438711734694
2014-05-05,10.8,0,16.4,0.0110974729406578
2014-05-06,10.8,0,17.049999,0.0396340853658537
2014-05-07,10.8,0,17.4,0.0205279190925465
2014-05-08,10.8,0,16.82,-0.0333333333333332
2014-05-09,10.8,0,16.66,-0.00951248513674198
2014-05-12,10.8,0,17.08,0.0252100840336133
2014-05-13,10.8,0,17.040001,-0.00234186182669778
2014-05-14,10.8,0,17.33,0.0170187196585257
2014-05-15,10.8,0,17.030001,-0.0173109636468551
2014-05-16,10.8,0,16.9,-0.00763364605791861
2014-05-19,10.8,0,16.83,-0.00414201183431954
2014-05-20,10.8,0,16.24,-0.0350564468211527
2014-05-21,10.8,0,16.459999,0.0135467364532021
2014-05-22,10.8,0,16.559999,0.00607533451247484
2014-05-23,10.8,0,16.6,0.00241551946953621
2014-05-26,10.8,0,16.780001,0.0108434337349396
2014-05-27,10.8,0,16.41,-0.0220501178754398
2014-05-28,10.8,0,16.549999,0.00853132236441192
2014-05-29,10.8,0,16.23,-0.0193352881773588
2014-05-30,10.8,0,15.61,-0.0382008626001233
2014-06-02,10.8,0,15.66,0.00320307495195392
2014-06-03,10.8,0,15.96,0.0191570881226054
2014-06-04,10.8,0,15.75,-0.0131578947368422
2014-06-05,10.8,0,15.48,-0.0171428571428571
2014-06-06,10.8,0,16.67,0.07687338501292
